.35294235,0,0,.00026749,0,0,.00118406,0,0,.00222108,0,0,.00040615,0,0,.00069397,0,0,.00031483,0,0,.00260968,0,0,.00012407,0,0,.0003642,0,0,.00025095,0,0,.00029444,0,0,.00039333,0,0,.00016986,0,0,.00025926,0,0,.00038794,0,0,.00088041,0,0,.00004469,0,0,.00004452,0,0,.00004775,0,0,.00288715,0,0,.00216611,0,0,.00041601,0,0,.00032723,0,0,.00913456,0,0,.00629796,0,0,.00008549,0,0,.00005628,0,0,.00013523,0,0,.00024021,0,0,.00029353,0,0,.00069309,0,0,.00021394,0,0,.00060865,0,0,.00006164,0,0,.0000899,0,0,.00325983,0,0,.00012774,0,0,.00013154,0,0,.00044294,0,0,.00048631,0,0,.00059173,0,0,.01183232,0,0,.00047628,0,0
0,.41875414,0,0,.00011714,0,0,.00020812,0,0,.00025878,0,0,.00013396,0,0,.00018036,0,0,.00035792,0,0,.00084155,0,0,.00004871,0,0,.00012931,0,0,.00011851,0,0,.00046031,0,0,.00008302,0,0,.00007786,0,0,.00008057,0,0,.00009532,0,0,.00030718,0,0,.00006408,0,0,.00003799,0,0,.00007406,0,0,.00116884,0,0,.00022311,0,0,.00016672,0,0,.00007034,0,0,.00057175,0,0,.00108653,0,0,.00002937,0,0,.00035639,0,0,.00004867,0,0,.00006193,0,0,.00008614,0,0,.00030587,0,0,.00015744,0,0,.00009159,0,0,.00002025,0,0,.00017523,0,0,.00168946,0,0,.00003221,0,0,.00007124,0,0,.00012452,0,0,.00018149,0,0,.00007937,0,0,.00164733,0,0,.00008296,0
0,0,.50248313,0,0,.00002671,0,0,.00003703,0,0,.00005009,0,0,.00013061,0,0,.00008294,0,0,.00053119,0,0,.00012708,0,0,.00008714,0,0,.00001887,0,0,9.712e-06,0,0,.00003239,0,0,.00001414,0,0,.00003899,0,0,.00004292,0,0,.00002769,0,0,.00010155,0,0,8.839e-06,0,0,.00001713,0,0,.00001541,0,0,.0005912,0,0,.00010161,0,0,.00028233,0,0,.00001859,0,0,.00002601,0,0,.00003061,0,0,8.430e-06,0,0,.00003631,0,0,.00001589,0,0,4.371e-07,0,0,.0000172,0,0,.00005613,0,0,4.998e-06,0,0,.00001962,0,0,2.503e-06,0,0,9.759e-06,0,0,.0007818,0,0,3.336e-06,0,0,.00014975,0,0,.00001058,0,0,.00003222,0,0,7.604e-06,0,0,.00004387,0,0,.00003361
.00106596,0,0,.26424556,0,0,.00396399,0,0,.01045998,0,0,.000501,0,0,.00105595,0,0,.01272476,0,0,.00020074,0,0,.00399401,0,0,.01621599,0,0,.01418322,0,0,.00342985,0,0,.00221202,0,0,.00389474,0,0,.0027676,0,0,.00364984,0,0,.00217984,0,0,.00277896,0,0,.03021689,0,0,.03044846,0,0,.00017103,0,0,.00026118,0,0,.00213672,0,0,.00602077,0,0,.00041719,0,0,.00060607,0,0,.00341232,0,0,.00478042,0,0,.00487458,0,0,.00055127,0,0,.00515836,0,0,.00284758,0,0,.00143965,0,0,.0065598,0,0,.00168362,0,0,.00761781,0,0,.00088065,0,0,.00168354,0,0,.01712637,0,0,.0367655,0,0,.00409111,0,0,.00217192,0,0,.00050502,0,0,.00063578,0,0
0,.0000468,0,0,.37151872,0,0,.00085781,0,0,.00242574,0,0,.00003769,0,0,.00006525,0,0,.00199603,0,0,.00010156,0,0,.00151988,0,0,.00329169,0,0,.00212363,0,0,.00032185,0,0,.00014535,0,0,.00064812,0,0,.00042084,0,0,.00029048,0,0,.00019952,0,0,.00047799,0,0,.00597237,0,0,.00612847,0,0,.00003978,0,0,.00002415,0,0,.00041794,0,0,.00056584,0,0,.00002004,0,0,.00008483,0,0,.00038453,0,0,.00155987,0,0,.00099479,0,0,.00005231,0,0,.00678368,0,0,.00052268,0,0,.00020833,0,0,.00102984,0,0,.0001401,0,0,.00186059,0,0,.00082904,0,0,.00016814,0,0,.00355077,0,0,.0071957,0,0,.00107084,0,0,.00014609,0,0,.00012317,0,0,.00003381,0
0,0,.00001628,0,0,.41275212,0,0,.00051405,0,0,.00060867,0,0,.0000134,0,0,.00001953,0,0,.00072839,0,0,.00002024,0,0,.00020613,0,0,.00153949,0,0,.00042953,0,0,.00007301,0,0,.00004396,0,0,.00016895,0,0,.00021017,0,0,.0000345,0,0,.00006574,0,0,.00007027,0,0,.00103675,0,0,.00285037,0,0,.00001365,0,0,4.144e-06,0,0,.00027558,0,0,.00027825,0,0,2.442e-06,0,0,.00001161,0,0,.00011007,0,0,.00032914,0,0,.00033868,0,0,3.694e-06,0,0,.0023281,0,0,.00020655,0,0,.00002769,0,0,.00012774,0,0,.00004674,0,0,.00033876,0,0,.0001928,0,0,8.619e-06,0,0,.00064718,0,0,.00305118,0,0,.00022216,0,0,.00003847,0,0,.00002586,0,0,.00001252
.0009922,0,0,.00669399,0,0,.20736686,0,0,.0053029,0,0,.0007866,0,0,.00082688,0,0,.00422745,0,0,.00020745,0,0,.00838594,0,0,.00709501,0,0,.01423736,0,0,.00779272,0,0,.00527757,0,0,.00680832,0,0,.0068458,0,0,.01873702,0,0,.00985476,0,0,.00567457,0,0,.00354147,0,0,.00691224,0,0,.00023871,0,0,.00041996,0,0,.00826859,0,0,.00612937,0,0,.00036979,0,0,.00051507,0,0,.00949179,0,0,.12638744,0,0,.00485355,0,0,.00045052,0,0,.00615501,0,0,.03605176,0,0,.0030759,0,0,.0065581,0,0,.00593981,0,0,.00331741,0,0,.00172572,0,0,.00184526,0,0,.00421019,0,0,.00439317,0,0,.00927711,0,0,.00371516,0,0,.00058559,0,0,.0009271,0,0
0,.00041631,0,0,.00123459,0,0,.36842207,0,0,.00190518,0,0,.00011355,0,0,.0001361,0,0,.00342259,0,0,.00026876,0,0,.00249987,0,0,.00279993,0,0,.00227324,0,0,.00211323,0,0,.00084305,0,0,.00124591,0,0,.00134838,0,0,.00247338,0,0,.00126041,0,0,.00133144,0,0,.00168084,0,0,.00262115,0,0,.00008117,0,0,.00013606,0,0,.00241646,0,0,.00082077,0,0,.00005589,0,0,.00017012,0,0,.00152385,0,0,.02098797,0,0,.00130191,0,0,.00014877,0,0,.00400436,0,0,.00757788,0,0,.00140036,0,0,.00151338,0,0,.00116219,0,0,.00092413,0,0,.00177048,0,0,.00034529,0,0,.00160829,0,0,.00133607,0,0,.00393834,0,0,.00038613,0,0,.00031485,0,0,.00023441,0
0,0,.00064709,0,0,.00037237,0,0,.39955807,0,0,.00090398,0,0,.00004893,0,0,.00007092,0,0,.00185625,0,0,.00003911,0,0,.00028078,0,0,.00128938,0,0,.00043556,0,0,.00051253,0,0,.00048046,0,0,.00046099,0,0,.0005134,0,0,.00049979,0,0,.00059594,0,0,.00023791,0,0,.00058176,0,0,.00157727,0,0,.00004428,0,0,.00003733,0,0,.00099785,0,0,.00034282,0,0,.00001363,0,0,.00002472,0,0,.00035449,0,0,.00779288,0,0,.00050626,0,0,.00001791,0,0,.00064179,0,0,.00190241,0,0,.00015316,0,0,.00038423,0,0,.00057678,0,0,.00020496,0,0,.00074045,0,0,.00003522,0,0,.00059789,0,0,.00145977,0,0,.00070569,0,0,.00014589,0,0,.0000653,0,0,.00011987
.00002936,0,0,.0009291,0,0,.00183914,0,0,.30958579,0,0,.00001138,0,0,.00004395,0,0,.00015174,0,0,.00003095,0,0,.00335474,0,0,.00083815,0,0,.00063435,0,0,.00037077,0,0,.00040056,0,0,.00043426,0,0,.00054274,0,0,.00046903,0,0,.00020001,0,0,.00637634,0,0,.00151659,0,0,.00141289,0,0,.00002408,0,0,.00001584,0,0,.00047598,0,0,.00114428,0,0,.00001163,0,0,.00003607,0,0,.00065207,0,0,.00007391,0,0,.00074885,0,0,.0000252,0,0,.0019337,0,0,.00053301,0,0,.00009626,0,0,.00065921,0,0,.00057702,0,0,.005873,0,0,.00025153,0,0,.00020411,0,0,.00120559,0,0,.00102164,0,0,.0002839,0,0,.00262873,0,0,.00002492,0,0,.00002776,0,0
