1,1.049366,1.0617021,1.0651211,1.0393389,1.0017946,1.018456,1.1299116,1.0357705,1.0018907,1.0134369,1.0159875,1.0209728,1.0487905,1.0116101,1.0176884,1.0322517,1.0146364,1.0256478,1.0474798,1.0311757,1.2066393,1.0793491,1.0108614,1.03189,1.3438204,1.061914,1.0524128,1.0641564,1.0448285,1.0266329,1.0282257,1.118167,1.0311073,1.0247157,1.0389046,1.0842221,1.0435209,1.0237143,1.0505594,1.0230845,1.1425896,1.0637295,1.0004439
1.000207,1,1,1,1.0812835,1.0118737,1.0658204,1.131574,1,1,1,1,1,1,1,1,1,1,1,1,1.0110204,1.2391861,1,1,1.0182248,1.0151649,1,1,1,1.0061987,1,1,1.1234527,1,1,1,1.0620856,1.0367531,1,1,1,1.2315558,1.0917023,1.0189519
1.0011586,1,1,1,1.070515,1.0031693,1.1383208,1.0366579,1,1,1,1,1,1,1,1,1,1,1,1,1.0411773,1.0862261,1,1,1.0038547,1.2362232,1,1,1,1.3803621,1,1,1.1007786,1,1,1,1.0538389,1.0524849,1,1,1,1.121914,1.0849153,1.031033
1.0007061,1,1,1,1.0521028,1.0061157,1.0130203,1.306221,1,1,1,1,1,1,1,1,1,1,1,1,1.0469721,1.2908667,1,1,1.0272483,1.8714397,1,1,1,1.0009563,1,1,1.1177497,1,1,1,1.1700743,1.0408027,1,1,1,1.2993082,1.0154649,1.1054306
1.0008048,1.0373839,1.0370855,1.0498561,1,1.0004867,1.0084776,1.0364104,1.0005753,1.0501891,1.0120434,1.0294903,1.0080933,1.0393285,1.0090992,1.0171308,1.0428082,1.0200777,1.018073,1.0407818,1.0305202,1.2304324,1.0878836,1.0063039,1.0017859,3.6533236,1.0746188,1.0617615,1.023114,1.1484445,1.1497882,1.0539434,1.1527798,1.0495614,1.0055554,1.0587056,1.0656948,1.0103562,1.1093294,1.0113864,1.0047147,1.0901712,1.0051624,1.0579638
1.001912,1.006628,1.0237253,1.0129525,1.0852884,1,1.0056895,1.0513006,1.0486769,1.0094636,1.007215,1.0129512,1.0185291,1.0130214,1.0132198,1.0237805,1.060487,1.0070952,1.0199812,1.0043274,1.0321325,1.4095454,1.0053101,1.0097934,1.0148493,1.2186447,1.010888,1.049789,1.0423889,1.0827861,1.0771754,1.019878,1.0305976,1.0082728,1.0107741,1.0113551,1.0731963,1.0585878,1.0178604,1.0183486,1.0144039,1.2126094,1.0198638,1
1.0096306,1.0114179,1.0122219,1.0043375,1.0666437,1.0017418,1,1.0589012,1.0064619,1.0191666,1.0122187,1.0204027,1.0454825,1.0480836,1.0021668,1.0101139,1.0008213,1.0017438,1.0096714,1.0099964,1.0190018,1.169624,1.0277479,1.0049886,1.0457497,2.3185191,1.043811,1.0299227,1.0117933,1.1214984,1.0414619,1.0243385,1.0661955,1.0091686,1.043096,1.007614,1.0730013,1.0702396,1.0635149,1.0121409,1.0137114,1.1684009,1.0455275,1.00368
1.0086908,1.1287895,1.0394111,1.0248945,1.1360818,1.0043156,1.0030544,1,1.0283956,1.0602846,1.0441922,1.104041,1.0414915,1.1053574,1.1387407,1.0568986,1.0638386,1.102832,1.1359609,1.0191479,1.0526215,1.2679967,1.1305396,1.0158213,1.0326548,2.5808254,1.0247356,1.046689,1.042928,1.0334614,1.0157815,1.0971267,1.0485505,1.0414694,1.0170994,1.059052,1.0831539,1.0704839,1.1824388,1.239448,1.0227804,1.185284,1.0777165,1.013778
1.0290702,1,1,1,1.0686089,1,1.4269266,1.1200431,1,1,1,1,1,1,1,1,1,1,1,1,1.0474482,1.1678798,1,1,1.0480861,1.5595117,1,1,1,1.1113759,1,1,1.5121003,1,1,1,1.0512662,1.0501069,1,1,1,1.2253659,1.1158637,1.0111714
1.0390921,1,1,1,1.0419785,1.0000662,1.0062741,1.0996408,1,1,1,1,1,1,1,1,1,1,1,1,1.0499196,1.1825077,1,1,1.0343212,1.727989,1,1,1,1.1350012,1,1,1.0363543,1,1,1,1.0669663,1.0487637,1,1,1,1.3843193,1.0831827,1.0029319
1.0072157,1,1,1,1.06035,1.0027926,1.0415868,1.0364475,1,1,1,1,1,1,1,1,1,1,1,1,1.0600876,1.1125404,1,1,1.0252828,1.3824768,1,1,1,1.1255396,1,1,1.7462954,1,1,1,1.0439912,1.0348767,1,1,1,1.2588073,1.0938486,1.0059272
1.000478,1,1,1,1.0706369,1.0713467,1.0493367,1.0739028,1,1,1,1,1,1,1,1,1,1,1,1,1.0470987,1.0941113,1,1,1.0177074,1.0424857,1,1,1,1.1097161,1,1,1.3065063,1,1,1,1.0591526,1.0439516,1,1,1,1.1513523,1.0438473,1.0041699
1.0051375,1,1,1,1.092418,1.0008269,1.3225845,1.116449,1,1,1,1,1,1,1,1,1,1,1,1,1.0125311,1.1888409,1,1,1.0188883,1.8953537,1,1,1,1.0945666,1,1,1.0761082,1,1,1,1.0854305,1.0596974,1,1,1,1.181195,1.1144209,1.0223666
1.0000494,1,1,1,1.0673502,1.0006234,1.0852751,1.0009879,1,1,1,1,1,1,1,1,1,1,1,1,1.047446,1.0517875,1,1,1.00726,1.5653803,1,1,1,1.1117192,1,1,1.4330578,1,1,1,1.0088377,1.0065171,1,1,1,1.3802968,1.0001758,1.0009266
1.0009159,1,1,1,1.0988312,1.0008824,1.0006244,1.138898,1,1,1,1,1,1,1,1,1,1,1,1,1,1.361712,1,1,1.0097722,1.2307907,1,1,1,1.1499204,1,1,1.5778153,1,1,1,1.1169301,1.0261918,1,1,1,1.0611582,1.0270978,1.0063661
1.0049277,1,1,1,1.0387635,1.0022891,1.2065914,1.0500736,1,1,1,1,1,1,1,1,1,1,1,1,1.0358896,1.2224165,1,1,1.0220653,1.6311333,1,1,1,1.0636059,1,1,1.3298799,1,1,1,1.0492071,1.0372811,1,1,1,1.2744569,1.1501989,1.0287953
1.0056193,1,1,1,1.0566347,1.0018393,1.034549,1.1150211,1,1,1,1,1,1,1,1,1,1,1,1,1.0126102,1.2305329,1,1,1.0196433,1.1404208,1,1,1,1.1216359,1,1,1.4530707,1,1,1,1.0674468,1.043367,1,1,1,1.1997433,1.0142042,1.0134673
1.0239527,1,1,1,1.0930372,1.0042304,1.0588931,1.15048,1,1,1,1,1,1,1,1,1,1,1,1,1.0165378,1.2748882,1,1,1.0034314,1.1739481,1,1,1,1.4118911,1,1,1.0022951,1,1,1,1.0507144,1.0342496,1,1,1,1.0952213,1.0194546,1.0801108
1.0134421,1,1,1,1.067275,1.0064135,1.0075719,1.009969,1,1,1,1,1,1,1,1,1,1,1,1,1.0470072,1.2339877,1,1,1.0058195,1.0257607,1,1,1,1.1002373,1,1,1,1,1,1,1.0431151,1.0077173,1,1,1,1.2789545,1.0042592,1.0371937
1.0030767,1,1,1,1.0643055,1.0038129,1.0261614,1.0545034,1,1,1,1,1,1,1,1,1,1,1,1,1.0369451,1.1294869,1,1,1.0947442,3.8076106,1,1,1,1.1258744,1,1,1.0119511,1,1,1,1.0571465,1.0506905,1,1,1,1.3905141,1.1093163,1.0350018
1,1.0012333,1.0092592,1.0007099,1.0679761,1.000913,1.0002036,1.1591139,1,1.0003343,1.0065274,1.0178263,1.0066187,1.0016711,1.0009959,1.0003603,1.0032538,1.0001482,1.0290401,1.000697,1,1.2552929,1.0020442,1.0003673,1.0004179,1.0454819,1.0266465,1.0527287,1.0001825,1.0212621,1.0583886,1.0073484,1.014302,1.0012986,1.000524,1.0006981,1.1432604,1.003503,1.0004749,1.0005039,1.0008644,1.0598557,1.0369997,1.0056409
1.0016346,1.0149758,1.0169523,1.0338203,1.0704355,1.0008055,1.0267239,1.1260188,1.0127353,1.0297749,1.0153361,1.0134204,1.0024235,1.0102437,1.0484511,1.0121585,1.0264287,1.0097469,1.0108262,1.0187144,1.0394655,1,1.0128748,1.003022,1.0103996,2.9783333,1.0181431,1.0542491,1.0298196,1.1370512,1,1.0359841,1.0004525,1.0303363,1.0120124,1.0349445,1.0915096,1.0244691,1.0206651,1.0075116,1.0251389,1.1948812,1.0968495,1.0033975
1.0009844,1,1,1,1.056758,1.0000336,1.0146947,1.1498056,1,1,1,1,1,1,1,1,1,1,1,1,1.0455777,1.2721004,1,1,1.0231513,2.2481418,1,1,1,1.1117017,1,1,1.5797803,1,1,1,1.0676835,1.0186114,1,1,1,1.0740441,1.2027957,1.0160018
1.0065477,1,1,1,1.0820176,1.0070702,1.3072756,1.1458005,1,1,1,1,1,1,1,1,1,1,1,1,1.0489247,1.2400309,1,1,1.0126894,1.4210992,1,1,1,1.2452228,1,1,1.0570889,1,1,1,1.1068047,1.0398261,1,1,1,1.1408734,1.1649024,1.0333599
1.0022753,1.0236858,1.0125432,1.0396307,1.0022623,1.007604,1.0040804,1.0365973,1.0539329,1.0401422,1.0136224,1.0254307,1.0455715,1.0027238,1.0130659,1.0247182,1.0211515,1.0532017,1,1.064105,1.0209809,1.1457455,1.0162536,1.0536691,1,1.1274224,1.0319162,1.0415521,1.0645029,1.0509377,1.0602862,1.0375972,1.1882481,1.034256,1.0470614,1.0566304,1.0334353,1.0542837,1.0396651,1.008616,1.0193265,1.1569904,1.1285942,1.019847
1.0304329,1.0619107,1.0044327,1.0362527,1.0834902,1.0165077,1.0016247,1.1204488,1.0573267,1.0413063,1.0471195,1.0000738,1.0453241,1.0712959,1.0673336,1.0486084,1.0926491,1.0275262,1.0186986,1.0303521,1.0446157,1.1241479,1.0468244,1.027386,1.0308594,1,1.0452153,1.0569584,1.0018578,1.1094731,1.0023753,1.0684649,1.0241593,1.0470233,1.0244379,1.0016533,1.1058889,1.0408759,1.0360498,1.0470006,1.0457075,1.1807276,1.1375785,1.004128
1.0054567,1,1,1,1.0679497,1,1.0046619,1.0026452,1,1,1,1,1,1,1,1,1,1,1,1,1.0305523,1.0762621,1,1,1.0183177,1.00049,1,1,1,1.1109362,1,1,1.3815469,1,1,1,1.0610953,1.0669871,1,1,1,1.6011996,1.0688952,1.0112274
1.0026725,1,1,1,1.0695692,1.0105328,1.1388407,1.1078938,1,1,1,1,1,1,1,1,1,1,1,1,1.0475171,1.2648038,1,1,1.0326989,1.5474141,1,1,1,1.1106671,1,1,1.1275223,1,1,1,1.0597495,1.0637117,1,1,1,1.2171466,1.114773,1.0161086
1,1,1,1,1.0672997,1.0016936,1.0159537,1.0020085,1,1,1,1,1,1,1,1,1,1,1,1,1.0005022,1.0500156,1,1,1.0266838,1.0017209,1,1,1,1.1599123,1,1,1.374718,1,1,1,1.055999,1.0670374,1,1,1,1.6044304,1.1166071,1.0014084
1.000137,1.0604732,1.0904238,1.0699171,1.0313298,1,1.0006543,1.1192299,1.0095157,1.1476405,1.0728551,1.0852151,1.0422144,1.0968048,1.069152,1.0650421,1.0860134,1.0100408,1.1314896,1.0569241,1.0223655,1.2834322,1.0929676,1.0318747,1.0012861,2.3643269,1.1175855,1.0610316,1.0161798,1,1.1554653,1.0524536,1.0034684,1.0881252,1.0543276,1.0642723,1.0969671,1.034473,1.0438225,1.0814101,1.0015153,1.4514813,1.0173676,1
1.0027623,1,1,1,1.0379757,1.0032431,1,1.0002584,1,1,1,1,1,1,1,1,1,1,1,1,1.0474466,1.270037,1,1,1.0266421,1.027132,1,1,1,1.1112358,1,1,1.2006195,1,1,1,1.0359924,1.0657051,1,1,1,1.0611181,1.043089,1.0014914
1.0001899,1,1,1,1.0119959,1.012904,1.1205263,1.0436182,1,1,1,1,1,1,1,1,1,1,1,1,1.0550612,1.1330663,1,1,1.0079264,1.0709763,1,1,1,1.0220414,1,1,1.1545555,1,1,1,1.052248,1.0623208,1,1,1,1.1434922,1.0229341,1.0124695
1.0000027,1.0023,1.0240481,1.0424556,1.0641334,1.001189,1,1.0327521,1.0292873,1.0183199,1.0002843,1.0055542,1.0175708,1.0012301,1.0021091,1.0066939,1.0078163,1.0004713,1.0402681,1.0026239,1.0474455,1.1316573,1.0150732,1.0036968,1.0439925,1.0357982,1.005554,1.0251141,1.0008741,1.0139358,1.0257162,1.0139525,1,1.0117233,1.0004694,1.0472939,1.0325142,1.0037145,1.0418323,1.0425088,1.0007044,1.3653232,1.0395032,1.0101165
1.0079602,1,1,1,1.1302246,1.0013032,1.070502,1.0277335,1,1,1,1,1,1,1,1,1,1,1,1,1.043865,1.2171367,1,1,1.0180665,1.513107,1,1,1,1.4122615,1,1,1.1366512,1,1,1,1.0494951,1.050221,1,1,1,1.3029301,1.0031139,1.0095901
1,1,1,1,1.0943317,1.0009242,1.1800093,1.0256883,1,1,1,1,1,1,1,1,1,1,1,1,1.0499923,1.1281169,1,1,1.0378566,1.0670491,1,1,1,1.1190319,1,1,1.0304968,1,1,1,1.086461,1.0681306,1,1,1,1.3086791,1.0033729,1.0100994
1.0017859,1,1,1,1.0673687,1.1492671,1.0033025,1.0212373,1,1,1,1,1,1,1,1,1,1,1,1,1.0298879,1.090782,1,1,1.027216,2.8776185,1,1,1,1.0318239,1,1,1.1917608,1,1,1,1.038352,1.0434212,1,1,1,1.4338681,1.0000192,1.0659741
1.0039678,1.0235917,1.0260017,1.0228935,1.0893443,1.0014784,1.0631099,1.0516654,1.0054987,1.0381592,1.0134111,1.0444314,1.0133108,1.0121193,1.0193509,1.0164701,1.0386095,1.0123245,1.0359054,1.0210019,1.0412753,1.2487571,1.0371222,1.0070959,1.0138987,3.0356995,1.0553442,1.0411483,1.0173097,1.145941,1.1253387,1.0357029,1.0345321,1.0311778,1.0063302,1.0188557,1.076664,1.0322806,1.076593,1.0271768,1.0035496,1.3555463,1.0248325,1.0055761
1.0081533,1.0078068,1.0052073,1.0129042,1.0095928,1.0011479,1.4305094,1.0061564,1.0573451,1.0156442,1.023154,1.0030417,1.0599104,1.0116182,1.0000374,1.0359384,1.0081598,1.0844014,1.0239288,1.040954,1.0301165,1.3210656,1.0003743,1.0403205,1.0060088,4.4514562,1.0568094,1.0494293,1.0922979,1.2149035,1.0600438,1.0111874,1.5390176,1.0054217,1.0117856,1.010022,1.041318,1,1.021471,1.0012461,1.0005839,1.563742,1.0001211,1.0060839
1.0007459,1,1,1,1.0816442,1,1.0016639,1.0022828,1,1,1,1,1,1,1,1,1,1,1,1,1.0474946,1.0495971,1,1,1.0314976,1.043776,1,1,1,1.1721916,1,1,1.5475759,1,1,1,1.0694006,1.0742662,1,1,1,1.7281466,1.0000875,1.0194969
1.0136426,1,1,1,1.0797635,1,1.0340595,1.0272626,1,1,1,1,1,1,1,1,1,1,1,1,1.0176347,1.2951175,1,1,1.0310303,2.132422,1,1,1,1.0767763,1,1,1.0048164,1,1,1,1.0546512,1.0386204,1,1,1,1.342398,1.095595,1.0043906
1.0065211,1,1,1,1.0612933,1.2802107,1.0046908,1.0126971,1,1,1,1,1,1,1,1,1,1,1,1,1.0011499,1.1030717,1,1,1.0817128,1.1370112,1,1,1,1.0759956,1,1,1.5185792,1,1,1,1.043462,1.0502662,1,1,1,1.3951713,1.0855094,1.0212572
1.0249603,1.0659899,1.06407,1.081429,1.0972046,1.0087749,1.0279755,1.1858669,1.0640259,1.0680118,1.0549688,1.0619751,1.0343585,1.0628803,1.0542645,1.0399811,1.0500941,1.0430953,1.0573706,1.0434499,1.0491856,1.2185354,1.034214,1.0316927,1.011874,1.1308868,1.0705106,1.0615551,1.086857,1.1512585,1.0738187,1.0493883,1.0899172,1.0642818,1.0594937,1.0778301,1.0809476,1.0699664,1.0615485,1.052148,1.0418882,1,1.0571707,1.1846522
1.0012987,1.0101333,1.0485472,1.0569382,1.0299122,1.0114047,1.0101525,1.1180729,1.0552935,1.0158846,1.0449021,1.0610561,1.0174424,1.0572579,1.0005525,1.0432974,1.0561189,1.0001166,1.0383112,1.0112361,1.0526193,1.0632484,1.0915197,1.0352676,1.0173187,1.1412655,1.0618398,1.0427117,1.0618683,1.0836111,1.0575905,1.0547668,1,1.0668879,1.0601263,1.0567016,1.0940691,1.0431341,1.0610602,1.0029441,1.0083723,1.0628222,1,1.0204519
1,1.0142148,1.0257011,1.0385736,1.0906325,1,1.0049411,1.0420058,1.0227332,1.0234888,1.0205862,1.0203043,1.0142724,1.0121688,1.0300271,1.0225902,1.0374879,1.0151389,1.0141693,1.0180572,1.0380072,1.2487225,1.0153311,1.0271626,1.0183097,1.6769974,1.0601445,1.0588607,1.0247757,1.0993838,1.0460226,1.0368023,1.0230958,1.0328483,1.0070152,1.0422058,1.060443,1.0208435,1.0200508,1.012494,1.0324393,1.0836674,1.0503241,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
