BS1_1	BS1_2	BS1_3	BS1_4	BS1_5	BS1_6	BS1_7	BS1_8	BS1_9	BS1_10	BS1_11	BS1_12	BS1_13	BS1_14	BS1_15	BS1_16	BS1_17	BS1_18	BS1_19	BS1_20	BS1_21	BS1_22	BS1_23	BS1_24	BS1_25	BS1_26	BS1_27	BS1_28	BS1_29	BS1_30	BS1_31	BS1_32	BS1_33	BS1_34	BS1_35	BS1_36	BS1_37	BS1_38	BS1_39	BS1_40	BS1_41	BS1_42	BS1_43	BS1_44	BS1_45	BS1_46	BS1_47	BS1_48	BS1_49	BS1_50
-1.4928238	-1	-1	-1	-3.9112496	-2.4823148	-2.4582067	-2.5923235	-1.3901949	-10.291409	-4.0305986	-16.262583	-5.5872736	-5.5268965	-2.1373787	-2.1393061	-10.827829	-5.1162167	-10.838378	-7.9375825	-6.4195371	-14.578761	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-7.2075863	-2.0627851	-3.1915095	-1.1543537	-2.6873393	-1	-4.5128074	-2.3118131	-12.413989	-4.4894271	-2.1383405	-4.1325388	-1	-7.8150473	-2.8689811	-7.6129785	-3.9004083	-1	-13.010088	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1.9829851	-1	-1	-1	-2.6948526	-4.2918067	-1	-2.6191883	-1.2680411	-2.630749	-3.7167237	-21.394325	-5.2258811	-3.3466737	-2.5051899	-1	-7.4482908	-4.0000935	-9.6750317	-5.6387243	-1.1365067	-11.597793	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-2.556577	-1	-1	-1.6098673	-1	-1	-3.6943295	-2.863698	-8.6542168	-1.9502097	-16.376362	-1.6372879	-1.1509585	-3.0753284	-1.9877515	-10.750111	-7.7464352	-6.7437468	-4.7420502	-1	-2.4635532	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1.9705364	-9.2658319	-1	-1	-1.3264877	-1	-1	-1.0867044	-5.1219611	-1.1684731	-8.6944962	-3.6947124	-3.1147325	-1	-1.6821171	-1	-5.4339004	-1	-4.5836134	-5.77847	-2.7482102	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-2.2960443	-2.7698193	-1	-1	-2.1367106	-3.648906	-5.5588102	-5.474328	-1	-7.6874061	-6.181541	-8.0384789	-6.4129858	-4.1057615	-6.0741391	-1.4331964	-9.6675739	-1.6595759	-14.244271	-9.7313805	-1	-12.743672	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-1	-1.8701804	-2.4165828	-1	-2.1740873	-1	-1.2625258	-3.608156	-3.8356049	-2.6188114	-2.5336027	-1.3961551	-1	-11.386903	-3.5994806	-11.431117	-4.7893696	-4.2513027	-7.5198345	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-2.14641	-1	-1	-1.010484	-2.0546608	-1	-1	-1	-4.3812361	-1	-27.410286	-3.0816896	-1	-3.1446517	-1.1710576	-1	-4.7032971	-1	-5.9650602	-1	-2.2410724	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-4.1674814	-3.6046185	-1	-1	-4.4570827	-4.5938749	-4.1033144	-6.7654314	-1	-3.4461944	-4.033515	-6.0083346	-5.3955579	-6.5538168	-1.4743527	-1.950117	-13.516366	-7.819098	-13.316214	-8.8446894	-1	-16.065624	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
-1	-1	-1	-1	-1	-1	-1	-1	-8.1379414	-7.4769821	-1.6001046	-2.2800877	-1.4420792	-1	-1.4426894	-1.6576139	-1	-6.5068455	-2.5489991	-3.7848599	-1	-1.122636	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189	-1.6189
